text,label,category
"Bank filialidan qo'ng'iroq qilishmoqda, kartangiz yangilanishi kerak, operator bilan gaplashib karta raqami va CVV kodini tasdiqlang.",phishing,yashirin_ma'lumot_sorash
"Kursdoshingman, hozir qiyin ahvoldaman, 27 500 000 so'm kerak edi, P2P orqali shu kartaga o'tkazib yubor iltimos, tez orada qaytaraman.",phishing,soxta_tanish_qarz
"Amakim tug'ilgan kunida hammamiz yig'ilamiz, sport zalida soat 16:30da.",safe,xavfsiz
"Salom, bu men, Bekzod, eski raqamim ishlamayapti shu raqamdan yozyapman. Bir amallab 1 850 000 so'm qarz bera olasanmi, ertaga qaytaraman, mana karta raqamim.",phishing,soxta_tanish_qarz
"Korrup$1yaga qarsh1 kurash1$h agentligid@n q0'ng'1roq q1lyapmiz, sizning h1$ob1ng1z noqonuniy 0per@ts1yalard@ i$htirok etgan, tekshiruv uchun 0perator bilan aloqada b0'ling v@ k0'rsatmalarg@ amal q1ling.",phishing,soxta_huquqni_muhofaza_obfuskatsiya
"Aziz, sizga yuborilgan shartnomani ko'rib chiqib, imzo qo'yib qaytaring.",safe,xavfsiz
"Bugungi mashg'ulot sport zalida 16:30da boshlanadi, kechikmang iltimos.",safe,xavfsiz
"Kursdoshingman, hozir qiyin ahvoldaman, 12 000 000 so'm kerak edi, P2P orqali shu kartaga o'tkazib yubor iltimos, tez orada qaytaraman.",phishing,soxta_tanish_qarz
"Elektr energiyasi bo'yicha 8 300 000 so'm qarzingiz bor, 2 soat ichida to'lamasangiz svet o'chiriladi, to'lov: sovga-yangiyil.click",phishing,kommunal_tolov
"DIQQAT abonent! Kommunal xizmatlar bo'yicha qarzingiz 50 000 000 so'mga yetdi, hisobingiz bloklanmasligi uchun hoziroq to'lang: telegram-support-uz.net",phishing,kommunal_tolov
Assalоmu alaykum! Mеn davlаt rаhbаriman vа barcha fuqаrolаrgа yordam dasturini bоshladim. Rо'yxatdan o'tish uchun: click-uz-bonus.xyz (videо/audio soxtalashtirilgan),phishing,mashhur_shaxs_deepfake_obfuskatsiya
"bank filialida xonangizni band qildik, check-in vaqti 15:00.",safe,xavfsiz
Ogohlantirish! Sizning Telegram hisobingiz qoidabuzarlik sababli 24 soat ichida bloklanadi. Bloklanishning oldini olish uchun ushbu kodni yuboring:,phishing,telegram_block
"Do'stim import qilingan mashina sotib oldi, hujjatlari orqali bojxonadan rasmiy o'tkazgan.",safe,xavfsiz
"Assalomu alaykum, Otabek! Sizga davlat tomonidan yangi ijtimoiy kompensatsiya dasturi doirasida 12 000 000 so'm ajratildi. Tasdiqlash uchun havolaga o'ting: telegram-support-uz.net",phishing,davlat_kompensatsiya
"Bugungi mashg'ulot bank filialida 9:00da boshlanadi, kechikmang iltimos.",safe,xavfsiz
"Yagona portal (my.gov.uz) xabari: profilingizda tasdiqlanmagan ma'lumot bor, shaxsiy kabinet parolingizni tasdiqlash uchun kiriting: sovga-yangiyil.click",phishing,davlat_xizmatlari_markazi
"Diqqat, ish beruvchi sifatida sizni intervyuga taklif qilamiz, iltimos rezyumeningizni yana bir bor yuboring, Bekzod.",safe,xavfsiz
"Bugun soat 14:00da video-qo'ng'iroq qilamizmi, Feruza? Loyihani muhokama qilishimiz kerak.",safe,xavfsiz
"Amakim tug'ilgan kunida hammamiz yig'ilamiz, kafeda soat 19:00da.",safe,xavfsiz
"VIP treyding guruhi: bugun kirganlar ertaga 3 baravar pul olishadi, isbot skrinshotlar bor, tezroq qo'shiling: hamyon-uz.top",phishing,forex_soxta_treyder
Asakabank xabar beradi: kartangiz bloklanish arafasida. Blokdan chiqarish uchun karta raqami va CVV kodini kiriting: telegram-support-uz.net,phishing,bank_karta_bloklash
"Gulnora, hisobot ertaga ertalabgacha tayyor bo'lishi kerak, iltimos unutmang.",safe,xavfsiz
"Hurmatli mijoz, Ipoteka bank orqali 12 000 000 so'm miqdorida to'lovingiz muvaffaqiyatli amalga oshirildi.",safe,xavfsiz
"E'loningizni ko'rdim, tovaringizni sotib olaman, lekin Toshkentda emasman. Yetkazib berish firmasi orqali to'layman, avval avtorizatsiyadan o'tish uchun kichik summa o'tkazing: gov-uz-yordam.com",phishing,olx_sotuvchi_firibgarligi
"Salom Gulnora, ertaga soat 16:30da uchrashamizmi? bank filialiga borib gaplashaylik.",safe,xavfsiz
"Sizga interaktiv tabrik-GIF yuborildi, ko'rish uchun ilovani yangilang (obnovleniya): uz-compensation.info",phishing,sovga_havola
Sizning nomzodingiz g'olib bo'lish arafasida! Ovoz berish uchun Telegram akkauntingiz orqali tasdiqdan o'ting: click-uz-bonus.xyz,phishing,soxta_tanlov
"Shaxzod, hisobot ertaga ertalabgacha tayyor bo'lishi kerak, iltimos unutmang.",safe,xavfsiz
"Uyda ishlab, kuniga 500 000 so'mgacha top! Ishni boshlash uchun 1 850 000 so'm ro'yxatdan o'tish to'lovini o'tkazing: uz-compensation.info",phishing,ish_taklifi_oldindan_tolov
"Farzandim imtihonlarga tayyorgarlik ko'rib, o'zi qabul balini to'plab, universitetga kirdi, halol mehnat qildi.",safe,xavfsiz
"Universitetda ertangi imtihon 19:00da 305-xonada bo'lib o'tadi, pasportingizni olib kelishni unutmang.",safe,xavfsiz
Diqqat foydalanuvchi! Sizning akkauntingiz ikkinchi qurilmadan ochilishga urinilmoqda. Buni bekor qilish uchun tasdiqlash kodini kiriting: gov-uz-yordam.com,phishing,telegram_block
"Uyda ishlab, kuniga 500 000 so'mgacha top! Ishni boshlash uchun 12 000 000 so'm ro'yxatdan o'tish to'lovini o'tkazing: uz-compensation.info",phishing,ish_taklifi_oldindan_tolov
"Sizga noyob dori bepul taqdim etiladi, faqat yetkazib berish xarajatini to'lang: gov-uz-yordam.com",phishing,sog'liq_dorixona
"Bankka bordim, kredit uchun hujjat topshirdim, menejer barcha shartlarni tushuntirdi, hech qanday SMS kod so'ralmadi.",safe,xavfsiz
DIQQAT: Asakabank kartangiz 2 soat ichida bloklanadi. Buning oldini olish uchun operator bilan bog'laning yoki shu yerga o'ting: uz-compensation.info,phishing,bank_karta_bloklash
"Kur$doshingman, h0z1r qiy1n ahvold@m@n, 27 500 000 so'm kerak edi, P2P orq@l1 shu kart@ga o'tkazib yubor ilt1mos, tez orad@ qaytaram@n.",phishing,soxta_tanish_qarz_obfuskatsiya
"Kursdoshingman, hozir qiyin ahvoldaman, 1 850 000 so'm kerak edi, P2P orqali shu kartaga o'tkazib yubor iltimos, tez orada qaytaraman.",phishing,soxta_tanish_qarz
"Bugun ob-havo ochiq, harorat +25 daraja. Kechqurun sayrga chiqsak bo'ladimi, Aziz?",safe,xavfsiz
"Ertangi konferensiyaga ro'yxatdan o'tish uchun rasmiy sayt orqali ariza to'ldirishingiz kerak, Malika.",safe,xavfsiz
"Hurmatli fuqaro, sizning oilangiz tekshirishdan o'tdi va 50 000 000 so'mgacha davlat yordami olishga haqli. Ariza: telegram-support-uz.net",phishing,davlat_kompensatsiya
"Agrobankdan kredit olish bo'yicha maslahat kerak bo'lsa, filialga bevosita murojaat qiling, hech qanday oldindan to'lov talab qilinmaydi.",safe,xavfsiz
"kafeda xonangizni band qildik, check-in vaqti 9:00.",safe,xavfsiz
"Xalq banki sizni yangi depozit shartlari bilan tanishishga taklif qiladi — foiz stavkasi 26% gacha, filiallarga tashrif buyuring.",safe,xavfsiz
Agrobank xabar beradi: kartangiz bloklanish arafasida. Blokdan chiqarish uchun karta raqami va CVV kodini kiriting: gov-uz-yordam.com,phishing,bank_karta_bloklash
"Salom Bekzod, ertaga soat 18:00da uchrashamizmi? ofisga borib gaplashaylik.",safe,xavfsiz
Yangi ijtimoiy dastur asosida har bir kattalar yoshidagi fuqaroga 27 500 000 so'm ajratilmoqda. Batafsil: gov-uz-yordam.com (rasmiy portal ko'rinishidagi soxta sayt),phishing,davlat_kompensatsiya
"Tanishlarim orqali eltilgan mashinalarni bojxonasiz arzon sotib beraman, band qilish uchun 5 400 000 so'm oldindan to'lang.",phishing,arzon_avtomobil_firibgarligi
"Yordamga muhtoj oilaga xayriya to'planmoqda, ishonch uchun kasallik tarixi bor, mana karta raqami: click-uz-bonus.xyz",phishing,xayriya_firibgarligi
"Pochta xizmati: посылкангиз бож тўловини кутмоқда, картангиз рақами ва амал қилиш муддатини киритинг: uz-compensation.info",phishing,yashirin_ma'lumot_sorash
"Assalomu alaykum, buyurtmangiz ofis filialidan olib ketishga tayyor, 14:00gacha kutamiz.",safe,xavfsiz
"Ertangi konferensiyaga ro'yxatdan o'tish uchun rasmiy sayt orqali ariza to'ldirishingiz kerak, Jasur.",safe,xavfsiz
"Davlat xizmatiga ariza berdim, test va suhbatdan o'tib, rasmiy ravishda ishga qabul qilindim.",safe,xavfsiz
"Otabek, doktor ertaga 10:30ga qabulga chaqirdi, tahlil natijalarini olib boring.",safe,xavfsiz
Tabriklaymiz! Sizga Yangi yil sovg'asi yuborildi 🎁 Ochish uchun ilovani yuklab oling: uz-compensation.info,phishing,sovga_havola
"Tanishlarim orqali eltilgan mashinalarni bojxonasiz arzon sotib beraman, band qilish uchun 1 850 000 so'm oldindan to'lang.",phishing,arzon_avtomobil_firibgarligi
"Elektr energiyasi bo'yicha 27 500 000 so'm qarzingiz bor, 2 soat ichida to'lamasangiz svet o'chiriladi, to'lov: click-uz-bonus.xyz",phishing,kommunal_tolov
"Diqqat! Pensiya jamg'armasidan xabar: hisobingizda xatolik topildi, tuzatish uchun kartangiz ma'lumotlarini qayta kiriting: hamyon-uz.top",phishing,pensiya_ijtimoiy_fond
"Guruhimizga qo'shiling! 50 kishi taklif qilsangiz 500 ming, 200 kishi taklif qilsangiz 3 million so'm olasiz, hoziroq boshlang: telegram-support-uz.net",phishing,piramida_referral
"Uyda ishlab, kuniga 500 000 so'mgacha top! Ishni boshlash uchun 3 000 000 so'm ro'yxatdan o'tish to'lovini o'tkazing: sovga-yangiyil.click",phishing,ish_taklifi_oldindan_tolov
"mehmonxonada xonangizni band qildik, check-in vaqti 10:30.",safe,xavfsiz
"Suv ta'minoti korxonasi: to'lov muddati o'tib ketdi, jarima qo'shilishidan oldin ushbu havola orqali to'lang va karta ma'lumotlaringizni tasdiqlang: sovga-yangiyil.click",phishing,kommunal_tolov
"Xorijda yuqori maoshli ish kafolatlanadi! Rasmiylashtirish uchun 1 850 000 so'm to'lov talab qilinadi, Telegram orqali batafsil: gov-uz-yordam.com",phishing,xorijda_ish_firibgarligi
"Diqqat, ish beruvchi sifatida sizni intervyuga taklif qilamiz, iltimos rezyumeningizni yana bir bor yuboring, Shaxzod.",safe,xavfsiz
"Salom, guruhdagi hammaga yozayapman, birodarim kasal bo'lib qoldi, kim qancha bera olsa shu kartaga o'tkazsin: uz-compensation.info",phishing,soxta_tanish_qarz
"Onlayn kredit olish uchun endi bankka borish shart emas, OSON tizimi orqali 27 500 000 so'mgacha kredit tasdiqlandi, faqat SMS kodni tasdiqlang.",phishing,oson_kredit_soxta
"Hurmatli fuqaro, pasport almashtirish arizangiz qabul qilindi, 9:00 kuni tayyor bo'ladi.",safe,xavfsiz
"Xorijda yuqori maoshli ish kafolatlanadi! Rasmiylashtirish uchun 1 850 000 so'm to'lov talab qilinadi, Telegram orqali batafsil: hamyon-uz.top",phishing,xorijda_ish_firibgarligi
"Hurmatli fuqaro, pasport almashtirish arizangiz qabul qilindi, 14:00 kuni tayyor bo'ladi.",safe,xavfsiz
"Assalomu alaykum, bugungi yig'ilish 18:00ga ko'chirildi, bank filialida bo'lib o'tadi.",safe,xavfsiz
"universitetda xonangizni band qildik, check-in vaqti 10:30.",safe,xavfsiz
Yangi ijtimoiy dastur asosida har bir kattalar yoshidagi fuqaroga 3 000 000 so'm ajratilmoqda. Batafsil: telegram-support-uz.net (rasmiy portal ko'rinishidagi soxta sayt),phishing,davlat_kompensatsiya
"Assalomu alaykum, men soliq idorasi xodimiman, sizga 8 300 000 so'm miqdorida ortiqcha to'langan soliq qaytariladi. Kartangiz raqamini va SMS kodini tasdiqlash uchun yuboring.",phishing,soliq_idorasi
"Shaxzod, sizga yuborilgan shartnomani ko'rib chiqib, imzo qo'yib qaytaring.",safe,xavfsiz
"Diqqat, ish beruvchi sifatida sizni intervyuga taklif qilamiz, iltimos rezyumeningizni yana bir bor yuboring, Dilnoza.",safe,xavfsiz
"Xorijda yuqori maoshli ish kafolatlanadi! Rasmiylashtirish uchun 50 000 000 so'm to'lov talab qilinadi, Telegram orqali batafsil: sovga-yangiyil.click",phishing,xorijda_ish_firibgarligi
"OLX orqali telefonimni sotdim, xaridor naqd pulda, o'zi kelib oldi.",safe,xavfsiz
"VIDEO: Taniqli shaxs nomidan tarqatilgan xabar — 'Bu loyiha orqali har kim 8 300 000 so'm ishlab topishi mumkin', batafsil: click-uz-bonus.xyz",phishing,mashhur_shaxs_deepfake
"Tug'ilgan kuningiz muborak bo'lsin, Malika! Senga baxt va sog'lik tilaymiz.",safe,xavfsiz
"Bugungi mashg'ulot mehmonxonada 18:00da boshlanadi, kechikmang iltimos.",safe,xavfsiz
"Hurmatli mijoz, sizning hisobingizda shubhali tranzaksiya aniqlandi. Kartani faollashtirish uchun ma'lumotlarni tasdiqlang: telegram-support-uz.net",phishing,bank_karta_bloklash
"Do'stim, telefonim ishlamayapti, boshqa raqamdan yozyapman, hoziroq 50 000 000 so'm qarz kerak, ertaga qaytaraman, shu kartaga o'tkaz.",phishing,shoshilinch_yordam
"Otabek bilan loyihani muhokama qildik, hammasi rejaga muvofiq davom etmoqda.",safe,xavfsiz
"Amakim tug'ilgan kunida hammamiz yig'ilamiz, kafeda soat 9:00da.",safe,xavfsiz
"Gaz tа'minoti xizmati: hisobingizda qarzdorlik аniqlandi, bugun kechgachа to'lаmasаngiz gaz uzib qo'yiladi, kartа orqаli to'lаng: sovga-yangiyil.сlick",phishing,kommunal_tolov_obfuskatsiya
"Sizga interaktiv tabrik-GIF yuborildi, ko'rish uchun ilovani yangilang (obnovleniya): hamyon-uz.top",phishing,sovga_havola
Dilnozani 'Yilning eng yaxshi onasi' tanlovida g'olib qilish uchun ovoz bering! Havola: click-uz-bonus.xyz — Telegram orqali kirish talab qilinadi.,phishing,soxta_tanlov
Sovg'angizni oling! Bayram munosabati bilan barcha foydalanuvchilarga bonus taqdim etilmoqda: click-uz-bonus.xyz — hoziroq faollashtiring.,phishing,sovga_havola
"Jasur, sizga yuborilgan shartnomani ko'rib chiqib, imzo qo'yib qaytaring.",safe,xavfsiz
Broker Nodira sizga signal beryapti: hoziroq kirsangiz 12 000 000 so'm sarmoyangiz 1 haftada ikkilanadi. Batafsil: click-uz-bonus.xyz,phishing,kripto_investitsiya
DIQQAT! Prezident farmoniga asosan barcha fuqarolarga bir martalik 27 500 000 so'm to'lov beriladi. Ro'yxatdan o'tish: uz-compensation.info — muddat cheklangan!,phishing,davlat_kompensatsiya
"Bugungi mashg'ulot sport zalida 19:00da boshlanadi, kechikmang iltimos.",safe,xavfsiz
"Assalomu alaykum, buyurtmangiz bank filiali filialidan olib ketishga tayyor, 16:30gacha kutamiz.",safe,xavfsiz
"Chet eldan arzon narxda avtomobil olib beraman (Traverse, Tahoe, Equinox), bozor narxidan 2 baravar arzon, faqat oldindan bo'nak kerak: uz-compensation.info",phishing,arzon_avtomobil_firibgarligi
"Feruza, doktor ertaga 9:00ga qabulga chaqirdi, tahlil natijalarini olib boring.",safe,xavfsiz
"Assаlomu alaykum, Aziz! Sizga davlat tomonidan yangi ijtimoiy kompensatsiya dаsturi dоirasida 3 000 000 so'm аjratildi. Tasdiqlash uсhun hаvolaga o'ting: uz-compensation.infо",phishing,davlat_kompensatsiya_obfuskatsiya
"Rahmat, xabar oldim, Gulnora. Ertaga albatta javob beraman.",safe,xavfsiz
"Gaz hisobini plastik karta orqali Kapitalbank ilovasida to'ladim, tasdiqlash SMSi keldi.",safe,xavfsiz
Davlаt soliq qo'mitasi: sizning nomingizga soliq qaytarilishi rasmiylаshtirildi. Mаblag'ni olish uchun hamyon-uz.tор orqali shaxsiy mа'lumоtlaringizni kiriting.,phishing,soliq_idorasi_obfuskatsiya
"Bugun soat 10:30da video-qo'ng'iroq qilamizmi, Feruza? Loyihani muhokama qilishimiz kerak.",safe,xavfsiz
"Suv ta'minoti bo'yicha hisobotni tekshirdim, qarzim yo'q ekan, hammasi tartibda.",safe,xavfsiz
"Malika, konsertga chipta oldim, ikkimiz uchun ham yetadi.",safe,xavfsiz
"Ipoteka bank filialida navbat elektron tizim orqali olinadi, kelishdan oldin ilovadan raqam oling.",safe,xavfsiz
Faqat 1 kun ichida pulingizni 3 martaga oshiring! Kripto-loyihamizga qo'shiling: uz-compensation.info. Minimal depozit 12 000 000 so'm.,phishing,kripto_investitsiya
DIQQAT! Prezident- farmo niga asosa n barcha fuqar-olarga. bir martalik 27 500 000 so'm to'lo v beriladi. Ro'yx a tdan o'tish: hamyon-uz.top — muddat cheklangan!,phishing,davlat_kompensatsiya_obfuskatsiya
Tanlovda qatnashing va g'olib bo'ling! 'Eng yaxshi bobo' nominatsiyasiga ovoz berish uchun shu yerga bosing: telegram-support-uz.net,phishing,soxta_tanlov
"Universitetda ertangi imtihon 9:00da 214-xonada bo'lib o'tadi, pasportingizni olib kelishni unutmang.",safe,xavfsiz
"Sovg'a sotib oldim, do'kondan yetkazib berish xizmatini buyurtma qildim, ertaga keladi, naqd pulda to'layman.",safe,xavfsiz
"OSON to'lov tizimi rasmiy boti: 5 mln dan 50 mln so'mgacha kredit rasmiylashtiramiz, pasport va karta ma'lumotlaringizni yuboring: gov-uz-yordam.com",phishing,oson_kredit_soxta
"Gulnora, loyiha bo'yicha hisobotni Excel faylida yubordim, tekshirib chiqing iltimos.",safe,xavfsiz
"Universitetda ertangi imtihon 19:00da 12-xonada bo'lib o'tadi, pasportingizni olib kelishni unutmang.",safe,xavfsiz
"Do'stim, telefonim ishlamayapti, boshqa raqamdan yozyapman, hoziroq 5 400 000 so'm qarz kerak, ertaga qaytaraman, shu kartaga o'tkaz.",phishing,shoshilinch_yordam
"Jasur, dorixonadan retsept asosida dori oldim, ertaga sizga olib kelaman.",safe,xavfsiz
"Bolalar bog'chasidan xabar: ertaga ota-onalar yig'ilishi bo'ladi, soat 18:00da.",safe,xavfsiz
DIQQAT: Kapitalbank kartangiz 2 soat ichida bloklanadi. Buning oldini olish uchun operator bilan bog'laning yoki shu yerga o'ting: uz-compensation.info,phishing,bank_karta_bloklash
"Do'stim, telefonim ishlamayapti, boshqa raqamdan yozyapman, hoziroq 27 500 000 so'm qarz kerak, ertaga qaytaraman, shu kartaga o'tkaz.",phishing,shoshilinch_yordam
"Assalomu alaykum, buyurtmangiz sport zali filialidan olib ketishga tayyor, 10:30gacha kutamiz.",safe,xavfsiz
"Bugun soat 19:00da video-qo'ng'iroq qilamizmi, Nodira? Loyihani muhokama qilishimiz kerak.",safe,xavfsiz
"Mashhur bloger sizga murojaat qilmoqda: 'Men pulga muhtoj insonlarga yordam beryapman, 12 000 000 so'mgacha yordam olish uchun shu havolaga o'ting' click-uz-bonus.xyz",phishing,mashhur_shaxs_deepfake
"Salom, men xorijlik biznesmenman, senga muhabbatim tufayli katta miqdorda pul va meros qoldirmoqchiman, faqat rasmiylashtirish xarajatlarini top.",phishing,sevgi_meros_firibgarligi
"Ipoteka bank sizni yangi depozit shartlari bilan tanishishga taklif qiladi — foiz stavkasi 22% gacha, filiallarga tashrif buyuring.",safe,xavfsiz
"Imtihon natijalarini 'tuzatib' berish mumkin, agar farzandingiz ballida muammo bo'lsa, menga murojaat qiling, narxini kelishamiz.",phishing,universitetga_kiritish_pora
"Diqqat, ish beruvchi sifatida sizni intervyuga taklif qilamiz, iltimos rezyumeningizni yana bir bor yuboring, Otabek.",safe,xavfsiz
"Assalomu alaykum, bugungi yig'ilish 10:30ga ko'chirildi, bank filialida bo'lib o'tadi.",safe,xavfsiz
"Salom, men x0rijl1k b1znesmenman, senga muhabb@t1m tufayli katta m1qdorda pul va mer0s q0ldirmoqch1man, f@qat rasmiyl@shtirish x@rajatlar1ni t0p.",phishing,sevgi_meros_firibgarligi_obfuskatsiya
"Xorijda yuqori maoshli ish kafolatlanadi! Rasmiylashtirish uchun 50 000 000 so'm to'lov talab qilinadi, Telegram orqali batafsil: uz-compensation.info",phishing,xorijda_ish_firibgarligi
"Salom, bu men, Jasur, eski raqamim ishlamayapti shu raqamdan yozyapman. Bir amallab 50 000 000 so'm qarz bera olasanmi, ertaga qaytaraman, mana karta raqamim.",phishing,soxta_tanish_qarz
"Guruhimizga qo'shiling! 50 kishi taklif qilsangiz 500 ming, 200 kishi taklif qilsangiz 3 million so'm olasiz, hoziroq boshlang: sovga-yangiyil.click",phishing,piramida_referral
"Hurmatli mijoz, sizning hisobingizda shubhali tranzaksiya aniqlandi. Kartani faollashtirish uchun ma'lumotlarni tasdiqlang: uz-compensation.info",phishing,bank_karta_bloklash
"Gulnora, doktor ertaga 10:30ga qabulga chaqirdi, tahlil natijalarini olib boring.",safe,xavfsiz
Kapitalbank xabar beradi: kartangiz bloklanish arafasida. Blokdan chiqarish uchun karta raqami va CVV kodini kiriting: uz-compensation.info,phishing,bank_karta_bloklash
"Amakim tug'ilgan kunida hammamiz yig'ilamiz, universitetda soat 10:30da.",safe,xavfsiz
"Diqqat! Bemorning ahvoli og'ir, tezkоr operаtsiya kеrаk, ijtimоiy tarmoqlarda tаrqаting va yordam bering, karta: hamyon-uz.top",phishing,xayriya_firibgarligi_obfuskatsiya
"Asakabank filialida navbat elektron tizim orqali olinadi, kelishdan oldin ilovadan raqam oling.",safe,xavfsiz
"Amakim tug'ilgan kunida hammamiz yig'ilamiz, universitetda soat 9:00da.",safe,xavfsiz
"Universitet ma'muriyati: talaba grantini qayta rasmiylashtirish kerak, shaxsiy ma'lumotlaringizni va parolingizni ushbu havolada tasdiqlang: sovga-yangiyil.click",phishing,yashirin_ma'lumot_sorash
Assalomu alaykum! Men davlat rahbariman va barcha fuqarolarga yordam dasturini boshladim. Ro'yxatdan o'tish uchun: click-uz-bonus.xyz (video/audio soxtalashtirilgan),phishing,mashhur_shaxs_deepfake
"Mashhur bloger sizga murojaat qilmoqda: 'Men pulga muhtoj insonlarga yordam beryapman, 27 500 000 so'mgacha yordam olish uchun shu havolaga o'ting' gov-uz-yordam.com",phishing,mashhur_shaxs_deepfake
"Salom Aziz, ertaga soat 19:00da uchrashamizmi? sport zaliga borib gaplashaylik.",safe,xavfsiz
"Hurmatli janob/xonim, familiyangiz o'xshashligi sababli xorijiy qarindoshingizdan sizga katta meros qoldi. Rasmiylashtirish xarajatlarini oldindan to'lashingiz kerak: gov-uz-yordam.com",phishing,meros_scam
"sport zalida xonangizni band qildik, check-in vaqti 16:30.",safe,xavfsiz
Davlat soliq qo'mitasi: sizning nomingizga soliq qaytarilishi rasmiylashtirildi. Mablag'ni olish uchun hamyon-uz.top orqali shaxsiy ma'lumotlaringizni kiriting.,phishing,soliq_idorasi
"Ertangi konferensiyaga ro'yxatdan o'tish uchun rasmiy sayt orqali ariza to'ldirishingiz kerak, Dilnoza.",safe,xavfsiz
"Salom Feruza, ertaga soat 14:00da uchrashamizmi? ofisga borib gaplashaylik.",safe,xavfsiz
"V1DEO: T@n1qli sh@x$ n0mid@n tarqatilgan xabar — 'Bu l0yiha orqal1 har k1m 12 000 000 $0'm 1shlab topi$h1 mumkin', b@t@f$il: telegr@m-$upp0rt-uz.net",phishing,mashhur_shaxs_deepfake_obfuskatsiya
"Og'ir bemor bolaga yordam kerak, operatsiya uchun 8 300 000 so'm zarur, iltimos shu kartaga o'tkazing, Alloh rozi bo'lsin.",phishing,xayriya_firibgarligi
"DIQQAT abonent! Kommunal xizmatlar bo'yicha qarzingiz 8 300 000 so'mga yetdi, hisobingiz bloklanmasligi uchun hoziroq to'lang: hamyon-uz.top",phishing,kommunal_tolov
"bank filialida xonangizni band qildik, check-in vaqti 14:00.",safe,xavfsiz
"Amakim tug'ilgan kunida hammamiz yig'ilamiz, ofisda soat 10:30da.",safe,xavfsiz
"Bugun ob-havo ochiq, harorat +25 daraja. Kechqurun sayrga chiqsak bo'ladimi, Nodira?",safe,xavfsiz
Kapitalbank ilovasida yangi funksiya qo'shildi: endi to'lovlarni QR-kod orqali amalga oshirishingiz mumkin.,safe,xavfsiz
"Bank ilovasi yangilandi, eski versiya endi ishlamaydi, yangi APK faylni shu havoladan yuklab oling: click-uz-bonus.xyz",phishing,apk_virus
DIQQAT: Ipoteka bank kartangiz 2 soat ichida bloklanadi. Buning oldini olish uchun operator bilan bog'laning yoki shu yerga o'ting: hamyon-uz.top,phishing,bank_karta_bloklash
DIQQAT! Prezident farmoniga asosan barcha fuqarolarga bir martalik 1 850 000 so'm to'lov beriladi. Ro'yxatdan o'tish: uz-compensation.info — muddat cheklangan!,phishing,davlat_kompensatsiya
"Assalomu alaykum, buyurtmangiz mehmonxona filialidan olib ketishga tayyor, 10:30gacha kutamiz.",safe,xavfsiz
"Bank orqali kartamni bloklatib qo'ydim, chunki xorijga sayohatga ketyapman, operator bilan gaplashdim, hammasi tartibda.",safe,xavfsiz
"Advokatman, mijozim vafot etib, sizga katta miqdorda meros qoldirgan, huquqiy xarajatlarni qoplash uchun kichik summa talab qilinadi.",phishing,meros_scam
"Farzandimiz maktabda a'lo baho oldi, bugun kechqurun nishonlaymiz.",safe,xavfsiz
"Aloqa оperatоridаn xаbar: rаqamingiz bloklanаdi, buni bekor qilish uchun SIM-karta РIN kodini SMS orqаli yubоring.",phishing,yashirin_ma'lumot_sorash_obfuskatsiya
"Kursdoshingman, hozir qiyin ahvoldaman, 5 400 000 so'm kerak edi, P2P orqali shu kartaga o'tkazib yubor iltimos, tez orada qaytaraman.",phishing,soxta_tanish_qarz
"Davlat xizmatlari markazida arizamni yangiladim, natijasini ilova orqali kuzataman.",safe,xavfsiz
"Bekzod, konsertga chipta oldim, ikkimiz uchun ham yetadi.",safe,xavfsiz
"Foydali ilova: pul tejash kalkulyatori, yuklab oling (.apk fayl): uz-compensation.info, do'stlaringizga ham ulashing.",phishing,apk_virus
"Politsiya xodimiman, hisobingizdan jinoiy guruhga pul o'tkazilgani aniqlandi, asl jinoyatchini ushlash uchun mablag'ingizni yangi xavfsiz hisobga o'tkazishingiz kerak.",phishing,soxta_huquqni_muhofaza
"Assalomu alaykum, Malika! Sizga davlat tomonidan yangi ijtimoiy kompensatsiya dasturi doirasida 8 300 000 so'm ajratildi. Tasdiqlash uchun havolaga o'ting: gov-uz-yordam.com",phishing,davlat_kompensatsiya
"VIDEO: Taniqli shaxs nomidan tarqatilgan xabar — 'Bu loyiha orqali har kim 1 850 000 so'm ishlab topishi mumkin', batafsil: click-uz-bonus.xyz",phishing,mashhur_shaxs_deepfake
"Gulnora, doktor ertaga 9:00ga qabulga chaqirdi, tahlil natijalarini olib boring.",safe,xavfsiz
"Onam bugun uyga soat 18:00da keladi, kechki ovqatni tayyorlab qo'y.",safe,xavfsiz
"Xorijda yuqori maoshli ish kafolatlanadi! Rasmiylashtirish uchun 5 400 000 so'm to'lov talab qilinadi, Telegram orqali batafsil: hamyon-uz.top",phishing,xorijda_ish_firibgarligi
"Onam bugun uyga soat 14:00da keladi, kechki ovqatni tayyorlab qo'y.",safe,xavfsiz
Sizning nomzodingiz g'olib bo'lish arafasida! Ovoz berish uchun Telegram akkauntingiz orqali tasdiqdan o'ting: telegram-support-uz.net,phishing,soxta_tanlov
"Diqqat! Pensiya jamg'armasidan xabar: hisobingizda xatolik topildi, tuzatish uchun kartangiz ma'lumotlarini qayta kiriting: sovga-yangiyil.click",phishing,pensiya_ijtimoiy_fond
"Men Prezident Administratsiyasi xodimiman, sizning nomzodingiz yuqori lavozimga tasdiqlangan, tezroq rasmiylashtirish uchun 12 000 000 so'm kerak bo'ladi, hech kimga aytmang.",phishing,amaldor_lavozim_pora
